steam_appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
360,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)/Vista/XP<br></li><li><strong>Processor:</strong> 1.7 GHz Processor, requires support for SSE<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>DirectX:</strong> Version 8.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.5.8<br></li><li><strong>Processor:</strong> Dual core from Intel<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000 or higher<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL Compatible Sound Card</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)/Vista/XP<br></li><li><strong>Processor:</strong> 1.7 GHz Processor, requires support for SSE<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>DirectX:</strong> Version 8.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>",
380,"{'minimum': '\r\n\t\t\t<p><strong>Minimum: </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t'}","{'minimum': '<strong>Minimum: </strong>OS X version Leopard 10.5.8, Snow Leopard 10.6.3, 1GB RAM, NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}",[],"<p><strong> </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>
			<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>",
400,"{'minimum': '\r\n\t\t\t<p><strong>Minimum: </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t'}","{'minimum': '<strong>Minimum: </strong>OS X version Leopard 10.5.8, Snow Leopard 10.6.3, 1GB RAM, NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}",[],"<p><strong> </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>
			<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>",
420,"{'minimum': '\r\n\t\t\t<p><strong>Minimum: </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>\r\n\t\t\t'}","{'minimum': '<strong>Minimum: </strong>OS X version Leopard 10.5.8, Snow Leopard 10.6.3, 1GB RAM, NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}",[],"<p><strong> </strong>1.7 GHz Processor, 512MB RAM, DirectX&reg; 8.1 level Graphics Card (Requires support for SSE), Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>
			<p><strong>Recommended: </strong>Pentium 4 processor (3.0GHz, or better), 1GB RAM, DirectX&reg; 9 level Graphics Card, Windows&reg; 7 (32/64-bit)/Vista/XP, Mouse, Keyboard, Internet Connection</p>",
440,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)/Vista/XP<br></li><li><strong>Processor:</strong> 1.7 GHz Processor or better<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>DirectX:</strong> Version 8.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)<br></li><li><strong>Processor:</strong> Pentium 4 processor (3.0GHz, or better)<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X version Leopard 10.5.8 and above<br></li><li><strong>Processor:</strong> 1.7 GHz Processor or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8 or higher, ATI X1600 or higher, Intel HD 3000 or higher<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL Compatible Sound Card</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)/Vista/XP<br></li><li><strong>Processor:</strong> 1.7 GHz Processor or better<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>DirectX:</strong> Version 8.1<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space</li></ul>","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 (32/64-bit)<br></li><li><strong>Processor:</strong> Pentium 4 processor (3.0GHz, or better)<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space</li></ul>"
500,"{'minimum': '<strong>Minimum:</strong>                    <br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>Supported OS:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP                    <br>\t\t\t\t\t</li><li><strong>Processor:</strong> Pentium 4 3.0GHz                     <br>\t\t\t\t\t</li><li><strong>Memory:</strong> 1 GB                    <br>\t\t\t\t\t</li><li><strong>Graphics:</strong> 128 MB, Shader model 2.0, ATI 9600, NVidia 6600 or better                     <br>\t\t\t\t\t</li><li><strong>Hard Drive:</strong> At least 7.5 GB of free space                    <br>\t\t\t\t\t</li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card                    </li></ul>', 'recommended': '<strong>Recommended:</strong>                    <br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>Supported OS:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP                    <br>\t\t\t\t\t</li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz                    <br>\t\t\t\t\t</li><li><strong>Memory:</strong> 1 GB                     <br>\t\t\t\t\t</li><li><strong>Graphics:</strong> Shader model 3.0, NVidia 7600, ATI X1600 or better                     </li></ul>'}","{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> MacOS X 10.6.4 or higher (Snow Leopard Graphics Update required)<br>\t\t\t\t\t\t\t\t\t\t\t\t\t</li><li><strong>Processor:</strong> Dual core Intel processor, 2GHz or better<br>\t\t\t\t\t\t\t\t\t\t\t\t\t</li><li><strong>Video Card:</strong> ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000<br>\t\t\t\t\t\t\t\t\t\t\t\t\t</li><li><strong>Not supported:</strong> OS X 10.5.x, ATI X1600 or X1900 graphics, NVIDIA GeForce 7 graphics or Intel graphics less than Intel HD 3000.<br>\t\t\t\t\t\t\t\t\t\t\t\t</li></ul>'}",[],"<strong></strong>                    <br>					<ul class=""bb_ul""><li><strong>Supported OS:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP                    <br>					</li><li><strong>Processor:</strong> Pentium 4 3.0GHz                     <br>					</li><li><strong>Memory:</strong> 1 GB                    <br>					</li><li><strong>Graphics:</strong> 128 MB, Shader model 2.0, ATI 9600, NVidia 6600 or better                     <br>					</li><li><strong>Hard Drive:</strong> At least 7.5 GB of free space                    <br>					</li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card                    </li></ul>","<strong></strong>                    <br>					<ul class=""bb_ul""><li><strong>Supported OS:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP                    <br>					</li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz                    <br>					</li><li><strong>Memory:</strong> 1 GB                     <br>					</li><li><strong>Graphics:</strong> Shader model 3.0, NVidia 7600, ATI X1600 or better                     </li></ul>"
550,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP<br></li><li><strong>Processor:</strong> Pentium 4 3.0GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP<br></li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video Card Shader model 3.0. NVidia 7600, ATI X1600 or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> MacOS 10.7<br></li><li><strong>Processor:</strong> Dual core Intel processor, 2GHz or better<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Additional Notes:</strong> Not supported: OS X 10.5.x, ATI X1600 or X1900 graphics, NVIDIA GeForce 7 graphics or Intel graphics less than Intel HD 3000.</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL Compatible Sound Card</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP<br></li><li><strong>Processor:</strong> Pentium 4 3.0GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card</li></ul>","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 32/64-bit / Vista 32/64 / XP<br></li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video Card Shader model 3.0. NVidia 7600, ATI X1600 or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 13 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible sound card</li></ul>"
570,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 or newer<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 60 GB available space<br></li><li><strong>Sound Card:</strong> DirectX Compatible</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> macOS 10.13.6 or newer<br></li><li><strong>Processor:</strong> Dual core from Intel<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Metal-capable GPU (AMD GCN-based GPU or newer, NVIDIA Kepler-based GPU or newer, Intel HD 4000 or newer)<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 60 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 or newer<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> AMD GCN+, NVIDIA Kepler+, or Intel HD 5000-series or newer<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 60 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL Compatible Sound Card</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 or newer<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 60 GB available space<br></li><li><strong>Sound Card:</strong> DirectX Compatible</li></ul>",
620,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 / Vista / XP<br></li><li><strong>Processor:</strong> 3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video card must be 128 MB or more and with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher).<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> MAC OS X 10.6.7 or higher<br></li><li><strong>Processor:</strong> Intel Core Duo Processor (2GHz or better)<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04<br></li><li><strong>Processor:</strong> Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL Compatible Sound Card</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 / Vista / XP<br></li><li><strong>Processor:</strong> 3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video card must be 128 MB or more and with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher).<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible</li></ul>",
630,"{'minimum': '<strong>Minimum:</strong><br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 / Vista / Vista64 / XP<br>\t\t\t\t\t\t</li><li><strong>Processor:</strong> Pentium 4 3.0GHz<br>\t\t\t\t\t\t</li><li><strong>Memory:</strong> 1 GB for XP / 2GB for Vista<br>\t\t\t\t\t\t</li><li><strong>Graphics:</strong> DirectX 9 compatible video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> At least 2.5 GB of free space<br>\t\t\t\t\t\t</li><li><strong>Sound:</strong> DirectX 9.0c compatible sound card<br>\t\t\t\t\t</li></ul>', 'recommended': '<strong>Recommended:</strong><br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 / Vista / Vista64 / XP<br>\t\t\t\t\t\t</li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz<br>\t\t\t\t\t\t</li><li><strong>Memory:</strong> 1 GB for XP / 2GB for Vista<br>\t\t\t\t\t\t</li><li><strong>Graphics:</strong> DirectX 9 compatible video card with Shader model 3.0. NVidia 7600, ATI X1600 or better<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> At least 2.5 GB of free space<br>\t\t\t\t\t\t</li><li><strong>Sound:</strong> DirectX 9.0c compatible sound card<br>\t\t\t\t\t</li></ul>'}",[],[],"<strong></strong><br>					<ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 / Vista / Vista64 / XP<br>						</li><li><strong>Processor:</strong> Pentium 4 3.0GHz<br>						</li><li><strong>Memory:</strong> 1 GB for XP / 2GB for Vista<br>						</li><li><strong>Graphics:</strong> DirectX 9 compatible video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better<br>						</li><li><strong>Hard Drive:</strong> At least 2.5 GB of free space<br>						</li><li><strong>Sound:</strong> DirectX 9.0c compatible sound card<br>					</li></ul>","<strong></strong><br>					<ul class=""bb_ul""><li><strong>OS *:</strong> Windows® 7 / Vista / Vista64 / XP<br>						</li><li><strong>Processor:</strong> Intel core 2 duo 2.4GHz<br>						</li><li><strong>Memory:</strong> 1 GB for XP / 2GB for Vista<br>						</li><li><strong>Graphics:</strong> DirectX 9 compatible video card with Shader model 3.0. NVidia 7600, ATI X1600 or better<br>						</li><li><strong>Hard Drive:</strong> At least 2.5 GB of free space<br>						</li><li><strong>Sound:</strong> DirectX 9.0c compatible sound card<br>					</li></ul>"
1250,"{'minimum': '<strong>Minimum:</strong><br>                    <ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP/Vista<br>\t                    </li><li><strong>Processor:</strong> 1.2 GHZ or Equivalent<br>\t                    </li><li><strong>Memory:</strong> 1 GB RAM<br>\t                    </li><li><strong>Graphics:</strong> 64 MB DX9 Compliant<br>\t                    </li><li><strong>Hard Drive:</strong> 2 GB free hard drive space<br>\t                    </li><li><strong>Sound:</strong> DX 8.1 Compatible Audio<br>                    </li></ul>', 'recommended': '<strong>Recommended:</strong><br>                    <ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP/Vista<br>\t                    </li><li><strong>Processor:</strong> 2.4 GHZ or Equivalent<br>\t                    </li><li><strong>Memory:</strong> 2 GB RAM<br>\t                    </li><li><strong>Graphics:</strong> 128 MB DX9 Compliant with PS 2.0 support<br>\t                    </li><li><strong>Hard Drive:</strong> 2 GB free hard drive space<br>\t                    </li><li><strong>Sound:</strong> Eax Compatible<br>                    </li></ul>'}","{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later.<br>\t\t\t\t\t\t\t\t\t </li><li><strong>Processor:</strong> Intel Mac<br>\t\t\t\t\t\t\t\t\t </li><li><strong>Graphics:</strong> Nvidia or ATI GPU (Intel GPUs unsupported)<br>\t\t\t\t\t\t\t\t </li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong>  Ubuntu 12.04 LTS, fully updated<br></li><li><strong>Processor:</strong>  1.2 GHZ or Equivalent<br></li><li><strong>Memory:</strong>  1 GB RAM<br></li><li><strong>Graphics:</strong>  Nvidia, ATI, or Intel GPU with hardware-accelerated drivers <br></li><li><strong>Hard Drive:</strong>  2 GB free hard drive space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 LTS, fully updated<br></li><li><strong>Processor:</strong>  2.4 GHZ or Equivalent<br></li><li><strong>Memory:</strong>  2 GB RAM<br></li><li><strong>Graphics:</strong>  Nvidia, ATI, or Intel GPU with hardware-accelerated drivers <br></li><li><strong>Hard Drive:</strong>  2 GB free hard drive space</li></ul>'}","<strong></strong><br>                    <ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP/Vista<br>	                    </li><li><strong>Processor:</strong> 1.2 GHZ or Equivalent<br>	                    </li><li><strong>Memory:</strong> 1 GB RAM<br>	                    </li><li><strong>Graphics:</strong> 64 MB DX9 Compliant<br>	                    </li><li><strong>Hard Drive:</strong> 2 GB free hard drive space<br>	                    </li><li><strong>Sound:</strong> DX 8.1 Compatible Audio<br>                    </li></ul>","<strong></strong><br>                    <ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP/Vista<br>	                    </li><li><strong>Processor:</strong> 2.4 GHZ or Equivalent<br>	                    </li><li><strong>Memory:</strong> 2 GB RAM<br>	                    </li><li><strong>Graphics:</strong> 128 MB DX9 Compliant with PS 2.0 support<br>	                    </li><li><strong>Hard Drive:</strong> 2 GB free hard drive space<br>	                    </li><li><strong>Sound:</strong> Eax Compatible<br>                    </li></ul>"
1840,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 / Vista (Windows 7 64 bit suggested)<br>\t</li><li><strong>Processor:</strong> 3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)<br>\t</li><li><strong>Memory:</strong> 2GB (4 GB suggested)<br>\t</li><li><strong>Graphics:</strong> NVIDIA GeForce 200 series card or better, or AMD Radeon 3000 series or better (NVIDIA GeForce 400 series or AMD Radeon 5000 series preferred)<br>\t</li><li><strong>Monitor:</strong> 1366 x 768 (1920 x 1080 suggested)<br>\t</li><li><strong>Hard Drive:</strong> At least 15 GB of Space<br>\t</li><li><strong>Sound:</strong> DirectX 9.0c compatible USB headset with mic (suggested)</li></ul>'}",[],[],"<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 / Vista (Windows 7 64 bit suggested)<br>	</li><li><strong>Processor:</strong> 3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)<br>	</li><li><strong>Memory:</strong> 2GB (4 GB suggested)<br>	</li><li><strong>Graphics:</strong> NVIDIA GeForce 200 series card or better, or AMD Radeon 3000 series or better (NVIDIA GeForce 400 series or AMD Radeon 5000 series preferred)<br>	</li><li><strong>Monitor:</strong> 1366 x 768 (1920 x 1080 suggested)<br>	</li><li><strong>Hard Drive:</strong> At least 15 GB of Space<br>	</li><li><strong>Sound:</strong> DirectX 9.0c compatible USB headset with mic (suggested)</li></ul>",
2100,"{'minimum': '<strong>Minimum:</strong> AMD Athlon™, Pentium® 2.4 GHz, 512MB RAM, 128MB video card, 7GB HDD Space, Windows XP, Mouse, Keyboard, Internet Connection<br><br>\t\t\t\t\t\t\t<strong>Recommended:</strong> AMD Athlon™, Pentium® 3.0 GHz, 256mb dx9 video card, 7GB HDD Space, Windows XP, Mouse, Keyboard, Internet Connection'}",[],[],"<strong></strong> AMD Athlon™, Pentium® 2.4 GHz, 512MB RAM, 128MB video card, 7GB HDD Space, Windows XP, Mouse, Keyboard, Internet Connection<br><br>							<strong>Recommended:</strong> AMD Athlon™, Pentium® 3.0 GHz, 256mb dx9 video card, 7GB HDD Space, Windows XP, Mouse, Keyboard, Internet Connection",
2280,{'minimum': '<strong>Minimum: </strong>A 100% Windows XP/Vista-compatible computer system'},[],[],<strong> </strong>A 100% Windows XP/Vista-compatible computer system,
2400,"{'minimum': '<strong>Minimum:</strong> 1.8 GHz Processor, 512MB RAM, DirectX 8 level graphics card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c<br>\t\t\t\t\t<strong>Recommended:</strong> 2.8 GHz Processor, 1024MB RAM, DirectX 9 capable Graphics Card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c'}",[],[],"<strong></strong> 1.8 GHz Processor, 512MB RAM, DirectX 8 level graphics card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c<br>					<strong>Recommended:</strong> 2.8 GHz Processor, 1024MB RAM, DirectX 9 capable Graphics Card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c",
